images_path,images_label,images_predicted_label
../COVID-19_Radiography_Dataset/Normal/images\Normal-5809.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5804.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3660.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8560.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4814.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9904.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5341.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8595.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1904.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8509.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6707.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7574.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6663.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1159.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9804.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8310.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7975.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8923.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7894.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8250.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7284.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6046.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8853.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6745.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6801.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6156.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7862.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4584.png,normal,covid
../COVID-19_Radiography_Dataset/Normal/images\Normal-3580.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9113.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-536.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2269.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8429.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5621.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4219.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7482.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2254.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-833.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3367.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-662.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4678.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3634.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9170.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3363.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5649.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8528.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4148.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6323.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-760.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9304.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9152.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-613.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-373.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7463.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1778.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7324.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3852.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5207.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1348.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4861.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5986.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7889.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7541.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2305.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6097.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9677.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4800.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7923.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-777.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7221.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8614.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4119.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7813.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1671.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5964.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7660.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2485.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1567.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1862.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2880.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9931.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8040.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-847.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2683.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-10124.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-246.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1375.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1180.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-895.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3683.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8808.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6169.png,normal,covid
../COVID-19_Radiography_Dataset/Normal/images\Normal-7343.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-989.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1579.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7655.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9535.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1218.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8218.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7195.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9181.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8041.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3031.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4614.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1986.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1772.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6580.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4770.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2999.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-327.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5884.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4526.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6189.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1819.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9051.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9301.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6867.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1802.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7790.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3263.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4967.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2554.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8280.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2249.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9724.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1508.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7006.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6965.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2159.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6843.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4591.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-169.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9663.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8078.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5609.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5129.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4715.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4585.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-669.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3991.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1255.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5295.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2544.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5156.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4506.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3648.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6698.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9774.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6532.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9859.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2627.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-433.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6094.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6474.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9982.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4794.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8815.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5314.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1042.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3655.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9834.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7341.png,normal,covid
../COVID-19_Radiography_Dataset/Normal/images\Normal-6682.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9849.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3423.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3258.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2943.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9037.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-854.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7389.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5602.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9382.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7638.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2447.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9065.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2708.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-251.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4483.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9927.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6127.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2042.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-629.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2973.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-309.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5851.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4823.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5940.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4377.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-552.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7038.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-594.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9673.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9296.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-22.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3234.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6221.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5085.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8219.png,normal,covid
../COVID-19_Radiography_Dataset/Normal/images\Normal-4644.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2463.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7522.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6280.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5292.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-275.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4239.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6160.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9565.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9085.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4404.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5930.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9415.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4366.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4273.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7826.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9847.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8623.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2740.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5003.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9841.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4589.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7946.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8248.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8168.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8621.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5718.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6888.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-702.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8039.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8479.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6863.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-384.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8705.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9844.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6597.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9109.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6228.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2163.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-922.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7128.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-56.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6902.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9960.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6566.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2491.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4578.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6310.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2823.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3698.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6942.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6642.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6710.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-925.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2467.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7709.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1948.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9913.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7041.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1357.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9086.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3511.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5910.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9541.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-633.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1188.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-748.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9797.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4629.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9940.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3223.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4064.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1655.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5993.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2409.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8139.png,normal,covid
../COVID-19_Radiography_Dataset/Normal/images\Normal-8826.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-80.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-10083.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-122.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3255.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3426.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7907.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7185.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1913.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7625.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5408.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3466.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2279.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9283.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6360.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5010.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5488.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6230.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2762.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2262.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2327.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7308.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8565.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3316.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6380.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5976.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6462.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8671.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9704.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4149.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6170.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-158.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2271.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3983.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9778.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-786.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6728.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5404.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2349.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8057.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3332.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-976.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9258.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4028.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7577.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7734.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8093.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-562.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2210.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-312.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6161.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4050.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6908.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5209.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7863.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4941.png,normal,covid
../COVID-19_Radiography_Dataset/Normal/images\Normal-4006.png,normal,covid
../COVID-19_Radiography_Dataset/Normal/images\Normal-900.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6535.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7067.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4353.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8388.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3006.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2358.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7170.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3678.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8575.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-2851.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1589.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7775.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9862.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9463.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4840.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9076.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6471.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6025.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-1939.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7899.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5327.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9630.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-7189.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-8125.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6697.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6931.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4470.png,normal,covid
../COVID-19_Radiography_Dataset/Normal/images\Normal-9121.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3626.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5447.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-3287.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-9039.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-6278.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-4799.png,normal,normal
../COVID-19_Radiography_Dataset/Normal/images\Normal-5701.png,normal,normal
